¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1904"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
227,111F¥ø»È¥_°ª,35.50,0,1000,,228,111G¥ø»È®HáY,35.30,1000,0 
229,111G¥ø»È®HáY,35.50,1000,1000,,230,1160¤é    ²±,34.50,0,4000 
231,1160¤é    ²±,34.90,3000,0,,232,1160¤é    ²±,34.95,3000,0 
233,1160¤é    ²±,35.00,12000,8000,,234,1160¤é    ²±,35.05,0,2000 
235,1160¤é    ²±,35.10,0,3000,,236,1160¤é    ²±,35.15,0,4000 
237,1160¤é    ²±,35.20,0,6000,,238,1160¤é    ²±,35.25,1000,8000 
239,1160¤é    ²±,35.30,5000,10000,,240,1160¤é    ²±,35.35,7000,4000 
241,1160¤é    ²±,35.40,0,9000,,242,1160¤é    ²±,35.45,99000,10000 
243,1160¤é    ²±,35.50,0,2000,,244,1160¤é    ²±,35.55,0,1000 
245,1161¤é²±©¾§µ,34.15,0,1000,,246,1161¤é²±©¾§µ,34.20,0,5000 
247,1161¤é²±©¾§µ,34.70,0,1000,,248,1161¤é²±©¾§µ,34.75,0,1000 
249,1161¤é²±©¾§µ,34.80,5000,0,,250,1161¤é²±©¾§µ,34.90,0,20000 
251,1161¤é²±©¾§µ,34.95,0,5000,,252,1161¤é²±©¾§µ,35.00,0,1000 
253,1161¤é²±©¾§µ,35.10,0,1000,,254,1161¤é²±©¾§µ,35.20,2000,0 
255,1161¤é²±©¾§µ,35.25,1000,0,,256,1161¤é²±©¾§µ,35.30,0,2000 
257,1161¤é²±©¾§µ,35.40,0,1000,,258,1161¤é²±©¾§µ,35.45,0,1000 
259,1161¤é²±©¾§µ,35.50,20000,1000,,260,1161¤é²±©¾§µ,35.55,2000,1000 
261,1162¤é²±¥x«n,34.15,0,1000,,262,1162¤é²±¥x«n,35.15,1,0 
263,1162¤é²±¥x«n,35.35,3000,0,,264,1162¤é²±¥x«n,35.45,1000,0 
265,1163¤é²±¥x¤¤,35.30,1000,1,,266,1163¤é²±¥x¤¤,35.35,0,1000 
267,1163¤é²±¥x¤¤,35.60,0,21000,,268,1163¤é²±¥x¤¤,35.65,20000,0 
269,1164¤é²±¤º´ò,35.20,1000,0,,270,1164¤é²±¤º´ò,35.25,0,1000 
271,1164¤é²±¤º´ò,35.30,1000,0,,272,1164¤é²±¤º´ò,35.45,0,2000 
273,1164¤é²±¤º´ò,35.50,0,1000,,274,1164¤é²±¤º´ò,35.55,1000,0 
275,1164¤é²±¤º´ò,35.65,1000,0,,276,1165¤é²±ªO¾ô,34.10,0,1000 
277,1165¤é²±ªO¾ô,34.30,0,1000,,278,1165¤é²±ªO¾ô,34.35,1000,1000 
279,1165¤é²±ªO¾ô,34.50,1000,8000,,280,1165¤é²±ªO¾ô,34.60,2000,0 
281,1165¤é²±ªO¾ô,34.70,0,1000,,282,1165¤é²±ªO¾ô,34.75,0,1000 
283,1165¤é²±ªO¾ô,34.80,1000,0,,284,1165¤é²±ªO¾ô,34.90,0,1000 
285,1165¤é²±ªO¾ô,34.95,0,2000,,286,1165¤é²±ªO¾ô,35.00,1000,1000 
287,1165¤é²±ªO¾ô,35.10,0,1000,,288,1165¤é²±ªO¾ô,35.15,700,0 
289,1165¤é²±ªO¾ô,35.25,0,1000,,290,1165¤é²±ªO¾ô,35.35,0,4000 
291,1165¤é²±ªO¾ô,35.40,1000,0,,292,1165¤é²±ªO¾ô,35.60,1000,0 
293,1166¤é²±Âù©M,34.55,0,1000,,294,1166¤é²±Âù©M,35.20,0,1000 
295,1167¤é²±¹Å¸q,35.20,4000,0,,296,1167¤é²±¹Å¸q,35.25,4000,2000 
297,1167¤é²±¹Å¸q,35.30,0,2000,,298,1167¤é²±¹Å¸q,35.35,0,4000 
299,1167¤é²±¹Å¸q,35.40,0,12000,,300,1167¤é²±¹Å¸q,35.45,6000,0 
301,1167¤é²±¹Å¸q,35.50,6000,0,,302,1168¤é²±°ª¶¯,34.60,0,1000 
303,1168¤é²±°ª¶¯,35.10,0,3000,,304,1168¤é²±°ª¶¯,35.40,0,1000 
305,1169¤é²±¤hªL,34.45,1000,0,,306,1169¤é²±¤hªL,34.65,2000,0 
307,1169¤é²±¤hªL,34.70,1000,0,,308,1169¤é²±¤hªL,34.75,1000,2000 
309,1169¤é²±¤hªL,34.85,2000,0,,310,1169¤é²±¤hªL,34.95,0,1000 
311,1169¤é²±¤hªL,35.00,2000,2000,,312,1169¤é²±¤hªL,35.05,0,3000 
313,1169¤é²±¤hªL,35.20,2000,1000,,314,1169¤é²±¤hªL,35.25,1000,0 
315,1169¤é²±¤hªL,35.30,0,2419,,316,1169¤é²±¤hªL,35.35,1000,12000 
317,1169¤é²±¤hªL,35.40,1000,2000,,318,1169¤é²±¤hªL,35.45,1000,0 
319,1169¤é²±¤hªL,35.55,1000,0,,320,1169¤é²±¤hªL,35.60,1000,0 
321,1169¤é²±¤hªL,35.65,4000,0,,322,116A¤é²±¤ì¬],34.15,0,10000 
323,116A¤é²±¤ì¬],34.55,0,1000,,324,116A¤é²±¤ì¬],34.85,0,2000 
325,116A¤é²±¤ì¬],34.90,0,1000,,326,116A¤é²±¤ì¬],34.95,0,1000 
327,116A¤é²±¤ì¬],35.30,0,1000,,328,116b¤é²±¶é°Ï,35.15,0,1000 
329,116b¤é²±¶é°Ï,35.60,1000,0,,330,116B¤é²±¤¤Ãc,34.00,0,1000 
331,116B¤é²±¤¤Ãc,34.20,1000,0,,332,116B¤é²±¤¤Ãc,34.40,0,1000 
333,116B¤é²±¤¤Ãc,34.75,0,1000,,334,116B¤é²±¤¤Ãc,34.95,1000,0 
335,116B¤é²±¤¤Ãc,35.00,0,1000,,336,116B¤é²±¤¤Ãc,35.15,0,1000 
337,116B¤é²±¤¤Ãc,35.55,0,2000,,338,116c¤é²±Â×­ì,35.25,0,4000 
339,116c¤é²±Â×­ì,35.35,0,5000,,340,116c¤é²±Â×­ì,35.55,0,1000 
341,116c¤é²±Â×­ì,35.60,0,1000,,342,116C¤é²±¤K¼w,34.35,0,1000 
343,116C¤é²±¤K¼w,35.00,1000,1000,,344,116C¤é²±¤K¼w,35.10,0,10000 
345,116d¤é²±¤T®l,35.25,0,2000,,346,116d¤é²±¤T®l,35.40,3000,0 
347,116e¤é²±¦Ë¥_,33.70,0,1000,,348,116e¤é²±¦Ë¥_,35.05,0,1000 
349,116e¤é²±¦Ë¥_,35.25,3000,0,,350,116e¤é²±¦Ë¥_,35.30,2000,0 
351,116e¤é²±¦Ë¥_,35.55,0,5000,,352,116E¤é²±¤T­«,35.40,3000,0 
353,116E¤é²±¤T­«,35.60,0,3000,,354,116f¤é²±´_¿³,35.00,0,1000 
355,116f¤é²±´_¿³,35.05,0,4000,,356,116f¤é²±´_¿³,35.15,500,0 
357,116f¤é²±´_¿³,35.20,0,2000,,358,116f¤é²±´_¿³,35.35,8000,0 
359,116F¤é²±­ûªL,33.80,0,1000,,360,116F¤é²±­ûªL,34.10,0,5000 
361,116F¤é²±­ûªL,34.50,0,1000,,362,116F¤é²±­ûªL,35.00,0,1000 
363,116F¤é²±­ûªL,35.50,1000,2000,,364,116g¤é²±Às¼æ,34.25,0,5000 
365,116G¤é²±´º¬ü,34.20,0,1000,,366,116G¤é²±´º¬ü,34.60,1000,0 
367,116G¤é²±´º¬ü,34.80,0,1000,,368,116G¤é²±´º¬ü,34.85,1000,0 
369,116G¤é²±´º¬ü,35.00,0,1000,,370,116G¤é²±´º¬ü,35.10,0,1000 
371,116G¤é²±´º¬ü,35.35,0,1000,,372,116H¤é²±·s¦Ë,34.50,8000,0 
373,116H¤é²±·s¦Ë,34.70,0,1000,,374,116H¤é²±·s¦Ë,35.20,0,1000 
375,116H¤é²±·s¦Ë,35.25,0,1000,,376,116H¤é²±·s¦Ë,35.40,10000,0 
377,116H¤é²±·s¦Ë,35.50,0,7000,,378,116i¤é²±¾ðªL,33.70,0,1000 
379,116i¤é²±¾ðªL,34.90,0,1000,,380,116i¤é²±¾ðªL,35.00,0,21000 
381,116i¤é²±¾ðªL,35.15,0,40,,382,116i¤é²±¾ðªL,35.35,0,1000 
383,116i¤é²±¾ðªL,35.40,4000,0,,384,116i¤é²±¾ðªL,35.50,0,2000 
385,116I¤é²±«n¨Ê,34.40,0,2000,,386,116I¤é²±«n¨Ê,34.55,0,3000 
387,116I¤é²±«n¨Ê,35.00,1,0,,388,116I¤é²±«n¨Ê,35.50,0,1000 
389,116j¤é²±ÀY¥÷,35.00,1000,0,,390,116j¤é²±ÀY¥÷,35.20,1000,1000 
391,116j¤é²±ÀY¥÷,35.30,0,1000,,392,116j¤é²±ÀY¥÷,35.35,0,2000 
393,116j¤é²±ÀY¥÷,35.40,3000,1000,,394,116j¤é²±ÀY¥÷,35.50,1000,2000 
395,116j¤é²±ÀY¥÷,35.55,1000,0,,396,116j¤é²±ÀY¥÷,35.60,5000,0 
397,116j¤é²±ÀY¥÷,35.65,2000,3000,,398,116J¤é²±¤¤¤s,34.50,0,1000 
399,116J¤é²±¤¤¤s,34.65,0,10000,,400,116J¤é²±¤¤¤s,35.00,500,1000 
401,116J¤é²±¤¤¤s,35.20,0,1000,,402,116J¤é²±¤¤¤s,35.30,0,1000 
403,116J¤é²±¤¤¤s,35.35,0,2000,,404,116J¤é²±¤¤¤s,35.40,1000,0 
405,116k¤é²±¥_°ª,34.25,3000,0,,406,116k¤é²±¥_°ª,34.80,0,12000 
407,116k¤é²±¥_°ª,35.20,0,3000,,408,116k¤é²±¥_°ª,35.30,0,1000 
409,116k¤é²±¥_°ª,35.35,0,2000,,410,116k¤é²±¥_°ª,35.50,3000,5000 
411,116K¤é²±ªá½¬,33.85,1000,0,,412,116K¤é²±ªá½¬,34.15,0,1000 
413,116K¤é²±ªá½¬,34.40,1000,1000,,414,116K¤é²±ªá½¬,34.50,1000,0 
415,116K¤é²±ªá½¬,34.60,0,1000,,416,116K¤é²±ªá½¬,34.70,1000,0 
417,116K¤é²±ªá½¬,34.75,0,1000,,418,116K¤é²±ªá½¬,34.90,0,3000 
419,116K¤é²±ªá½¬,35.15,0,500,,420,116K¤é²±ªá½¬,35.30,1000,0 
421,116K¤é²±ªá½¬,35.35,1000,10000,,422,116K¤é²±ªá½¬,35.40,0,1000 
423,116K¤é²±ªá½¬,35.45,0,7000,,424,116K¤é²±ªá½¬,35.50,0,1000 
425,116L¤é²±¤j¼[,34.30,0,1000,,426,116L¤é²±¤j¼[,34.35,0,1000 
427,116L¤é²±¤j¼[,34.50,1000,0,,428,116L¤é²±¤j¼[,34.55,1000,0 
429,116L¤é²±¤j¼[,34.80,1000,0,,430,116L¤é²±¤j¼[,35.00,0,4000 
431,116L¤é²±¤j¼[,35.20,0,1000,,432,116L¤é²±¤j¼[,35.45,0,3000 
433,116L¤é²±¤j¼[,35.60,1000,0,,434,116m¤é²±©M¬ü,34.35,3000,0 
435,116m¤é²±©M¬ü,34.45,0,3000,,436,116m¤é²±©M¬ü,34.80,1000,0 
437,116m¤é²±©M¬ü,35.00,0,1000,,438,116m¤é²±©M¬ü,35.05,0,1000 
439,116m¤é²±©M¬ü,35.30,2000,0,,440,116m¤é²±©M¬ü,35.35,0,2000 
441,116m¤é²±©M¬ü,35.55,0,2000,,442,116M¤é²±«ÌªF,34.30,0,1000 
443,116M¤é²±«ÌªF,34.60,1000,0,,444,116M¤é²±«ÌªF,34.95,2000,0 
445,116M¤é²±«ÌªF,35.20,3000,0,,446,116M¤é²±«ÌªF,35.30,0,2000 
447,116M¤é²±«ÌªF,35.35,0,7000,,448,116M¤é²±«ÌªF,35.40,0,3000 
449,116M¤é²±«ÌªF,35.45,2000,0,,450,116M¤é²±«ÌªF,35.60,1000,0 
451,116M¤é²±«ÌªF,35.65,5000,0,,452,116N¤é²±¥Ã±d,33.70,0,3000 
453,116N¤é²±¥Ã±d,34.85,0,1000,,454,116N¤é²±¥Ã±d,34.95,0,10 
455,116N¤é²±¥Ã±d,35.35,3000,0,,456,116P¤é²±«H¸q,34.95,2000,0 
457,116P¤é²±«H¸q,35.00,1000,0,,458,116P¤é²±«H¸q,35.20,1000,0 
459,116Q¤é²±¤GªL,34.85,0,6000,,460,116Q¤é²±¤GªL,34.90,0,1000 
461,116Q¤é²±¤GªL,35.15,0,1000,,462,116Q¤é²±¤GªL,35.45,1000,0 
463,116Q¤é²±¤GªL,35.50,0,5000,,464,116r¤é²±¤å¤Æ,34.90,1000,0 
465,116r¤é²±¤å¤Æ,35.15,0,2000,,466,116r¤é²±¤å¤Æ,35.20,1000,0 
467,116r¤é²±¤å¤Æ,35.25,2000,0,,468,116r¤é²±¤å¤Æ,35.35,2000,0 
469,116r¤é²±¤å¤Æ,35.40,1000,0,,470,116r¤é²±¤å¤Æ,35.55,0,3000 
471,116s¤é²±¤g«°,35.35,1000,0,,472,116s¤é²±¤g«°,35.55,1000,0 
473,116S¤é²±·s²ø,34.35,3000,0,,474,116S¤é²±·s²ø,34.45,0,10000 
475,116S¤é²±·s²ø,34.50,0,3000,,476,116S¤é²±·s²ø,34.60,1000,0 
477,116S¤é²±·s²ø,34.80,0,10000,,478,116S¤é²±·s²ø,34.90,0,1000 
479,116S¤é²±·s²ø,35.05,0,12000,,480,116S¤é²±·s²ø,35.25,0,4000 
481,116S¤é²±·s²ø,35.30,0,1000,,482,116S¤é²±·s²ø,35.35,3000,0 
483,116S¤é²±·s²ø,35.45,0,13000,,484,116U¤é²±®ç¶é,34.95,1000,0 
485,116U¤é²±®ç¶é,35.05,0,3000,,486,116U¤é²±®ç¶é,35.20,1000,2000 
487,116U¤é²±®ç¶é,35.45,0,3000,,488,116V¤é²±¤æ¤»,35.00,0,3000 
489,116V¤é²±¤æ¤»,35.15,0,450,,490,116V¤é²±¤æ¤»,35.30,10000,0 
491,116V¤é²±¤æ¤»,35.50,5000,0,,492,116V¤é²±¤æ¤»,35.55,0,2000 
493,116V¤é²±¤æ¤»,35.65,0,10000,,494,116W¤é²±»ñ¤s,34.85,0,2000 
495,116W¤é²±»ñ¤s,34.90,0,1000,,496,116W¤é²±»ñ¤s,35.00,0,1000 
497,116W¤é²±»ñ¤s,35.10,0,1000,,498,116X¤é²±©yÄõ,34.65,0,3000 
499,116X¤é²±©yÄõ,34.70,17000,0,,500,116X¤é²±©yÄõ,34.80,1000,0 
501,116X¤é²±©yÄõ,34.95,0,2000,,502,116X¤é²±©yÄõ,35.05,3000,0 
503,116X¤é²±©yÄõ,35.20,0,1000,,504,116X¤é²±©yÄõ,35.35,0,31000 
505,116Z¤é²±¤¤©M,33.60,1000,0,,506,116Z¤é²±¤¤©M,34.15,4000,0 
507,116Z¤é²±¤¤©M,34.25,0,1000,,508,116Z¤é²±¤¤©M,34.35,0,1000 
509,116Z¤é²±¤¤©M,34.40,0,7000,,510,116Z¤é²±¤¤©M,34.45,0,1000 
511,116Z¤é²±¤¤©M,34.55,2000,574,,512,116Z¤é²±¤¤©M,34.65,0,1000 
513,116Z¤é²±¤¤©M,34.90,1000,0,,514,116Z¤é²±¤¤©M,34.95,0,2000 
515,116Z¤é²±¤¤©M,35.00,0,4000,,516,116Z¤é²±¤¤©M,35.05,0,2000 
517,116Z¤é²±¤¤©M,35.15,0,577,,518,116Z¤é²±¤¤©M,35.20,4000,4000 
519,116Z¤é²±¤¤©M,35.25,0,1000,,520,116Z¤é²±¤¤©M,35.40,0,1000 
521,116Z¤é²±¤¤©M,35.45,3000,1000,,522,116Z¤é²±¤¤©M,35.60,0,2000 
523,1232¹ü»È¤C½å,35.00,0,1000,,524,1232¹ü»È¤C½å,35.35,1000,0 
